Time_ch0	Time_ch1	Time_ch2	Time_ch3	Time_ch4	Time_ch5	Time_ch6	Time_ch7	Time_ch8	Time_ch9	Time_ch10	Time_ch11	Sample_ch0	Sample_ch1	Sample_ch2	Sample_ch3	Sample_ch4	Sample_ch5	Sample_ch6	Sample_ch7	Sample_ch8	Sample_ch9	Sample_ch10	Sample_ch11	
304998	62	126	14	78	142	30	94	158	46	110	174	2060	2008	2100	2048	2000	2154	2047	2040	1994	2021	1972	2019	
304998	62	126	14	78	142	30	94	158	46	110	174	2087	1975	2072	2033	1985	2117	2062	2022	2028	2022	1950	2046	
304998	62	126	14	78	142	30	94	158	46	110	174	2100	1966	2072	2027	1980	2116	2063	2020	2025	2022	1948	2044	
304998	62	126	14	78	142	30	94	158	46	110	174	2077	1998	2100	2039	1997	2152	2055	2028	1999	2018	1967	2017	
304998	62	126	14	78	142	30	94	158	46	110	174	2047	2026	2129	2058	2004	2189	2045	2048	1958	2020	1994	1988	
304998	62	126	14	78	142	30	94	158	46	110	174	2030	2044	2137	2066	2016	2199	2037	2056	1952	2018	2006	1979	
304998	62	126	14	78	142	30	94	158	46	110	174	2044	2026	2117	2058	2007	2173	2042	2046	1972	2018	1994	1997	
304998	62	126	14	78	142	30	94	158	46	110	174	2073	1989	2081	2041	1987	2130	2059	2029	2009	2021	1968	2032	
304998	62	126	14	78	142	30	94	158	46	110	174	2096	1968	2066	2031	1979	2110	2068	2015	2028	2021	1947	2051	
304998	62	126	14	78	142	30	94	158	46	110	174	2090	1978	2078	2029	1988	2128	2064	2018	2018	2022	1954	2031	
304998	62	126	14	78	142	30	94	158	46	110	174	2064	2011	2114	2046	1995	2168	2049	2040	1978	2020	1983	2004	
304998	62	126	14	78	142	30	94	158	46	110	174	2040	2042	2134	2063	2012	2196	2036	2057	1947	2021	2007	1982	
304998	62	126	14	78	142	30	94	158	46	110	174	2031	2044	2128	2064	2013	2188	2038	2057	1955	2017	2005	1984	
304998	62	126	14	78	142	30	94	158	46	110	174	2058	2010	2100	2052	2003	2155	2047	2042	1990	2022	1979	2014	
304998	62	126	14	78	142	30	94	158	46	110	174	2086	1975	2068	2038	1985	2120	2059	2021	2026	2017	1955	2043	
304998	62	126	14	78	142	30	94	158	46	110	174	2100	1969	2067	2033	1980	2119	2064	2020	2025	2020	1945	2047	
304998	62	126	14	78	142	30	94	158	46	110	174	2079	1988	2094	2037	1993	2144	2064	2028	2001	2018	1968	2021	
304998	62	126	14	78	142	30	94	158	46	110	174	2051	2028	2125	2054	2006	2185	2047	2048	1965	2016	1997	1994	
304998	62	126	14	78	142	30	94	158	46	110	174	2032	2046	2139	2064	2018	2202	2037	2058	1953	2016	2008	1983	
304998	62	126	14	78	142	30	94	158	46	110	174	2040	2028	2120	2056	2009	2177	2038	2048	1975	2017	1995	1997	
304998	62	126	14	78	142	30	94	158	46	110	174	2069	1990	2087	2041	1993	2138	2055	2028	2007	2022	1963	2029	
304998	62	126	14	78	142	30	94	158	46	110	174	2092	1965	2066	2028	1980	2117	2064	2014	2034	2016	1948	2050	
304998	62	126	14	78	142	30	94	158	46	110	174	2093	1975	2073	2034	1984	2127	2065	2022	2019	2020	1949	2036	
304998	62	126	14	78	142	30	94	158	46	110	174	2068	2006	2108	2049	1999	2166	2052	2041	1985	2020	1979	2009	
304998	62	126	14	78	142	30	94	158	46	110	174	2040	2041	2135	2061	2016	2196	2043	2052	1952	2017	2005	1985	
304998	62	126	14	78	142	30	94	158	46	110	174	2029	2039	2136	2068	2017	2194	2035	2058	1953	2020	2009	1987	
304998	62	126	14	78	142	30	94	158	46	110	174	2054	2014	2109	2053	2003	2161	2049	2042	1989	2016	1986	2012	
304998	62	126	14	78	142	30	94	158	46	110	174	2086	1980	2076	2036	1988	2123	2066	2021	2018	2021	1953	2040	
304998	62	126	14	78	142	30	94	158	46	110	174	2094	1965	2068	2027	1984	2113	2067	2015	2027	2017	1943	2050	
304998	62	126	14	78	142	30	94	158	46	110	174	2084	1986	2089	2040	1987	2143	2059	2027	2004	2021	1962	2029	
304998	62	126	14	78	142	30	94	158	46	110	174	2058	2021	2123	2052	2005	2185	2046	2046	1967	2018	1994	1993	
304998	62	126	14	78	142	30	94	158	46	110	174	2032	2042	2134	2065	2018	2197	2038	2058	1951	2021	2008	1985	
304998	62	126	14	78	142	30	94	158	46	110	174	2040	2031	2121	2063	2008	2181	2037	2051	1964	2020	2000	1996	
304998	62	126	14	78	142	30	94	158	46	110	174	2064	2001	2090	2046	1996	2144	2052	2037	2003	2021	1969	2022	
304998	62	126	14	78	142	30	94	158	46	110	174	2092	1968	2069	2034	1983	2118	2066	2016	2029	2016	1947	2050	
304998	62	126	14	78	142	30	94	158	46	110	174	2094	1968	2073	2029	1985	2124	2067	2019	2020	2021	1949	2038	
304998	62	126	14	78	142	30	94	158	46	110	174	2068	2008	2102	2046	1994	2159	2054	2036	1984	2021	1971	2009	
304998	62	126	14	78	142	30	94	158	46	110	174	2041	2036	2131	2058	2010	2189	2039	2054	1957	2020	2004	1983	
304998	62	126	14	78	142	30	94	158	46	110	174	2034	2043	2134	2068	2018	2196	2036	2060	1949	2022	2007	1982	
304998	62	126	14	78	142	30	94	158	46	110	174	2047	2021	2108	2057	2002	2167	2046	2044	1982	2020	1990	2010	
304998	62	126	14	78	142	30	94	158	46	110	174	2082	1983	2082	2037	1986	2126	2061	2028	2019	2022	1959	2037	
304998	62	126	14	78	142	30	94	158	46	110	174	2094	1963	2068	2031	1981	2111	2070	2017	2029	2018	1942	2047	
304998	62	126	14	78	142	30	94	158	46	110	174	2089	1984	2089	2036	1984	2139	2064	2025	2006	2021	1957	2028	
304998	62	126	14	78	142	30	94	158	46	110	174	2059	2018	2121	2049	2003	2173	2049	2046	1969	2020	1987	1995	
304998	62	126	14	78	142	30	94	158	46	110	174	2032	2041	2137	2065	2018	2196	2039	2058	1951	2018	2010	1981	
304998	62	126	14	78	142	30	94	158	46	110	174	2035	2036	2129	2063	2012	2186	2039	2053	1962	2018	2003	1989	
304998	62	126	14	78	142	30	94	158	46	110	174	2063	2006	2093	2046	1998	2146	2052	2035	1998	2017	1974	2022	
304998	62	126	14	78	142	30	94	158	46	110	174	2090	1970	2069	2036	1983	2119	2065	2019	2025	2021	1946	2047	
304998	62	126	14	78	142	30	94	158	46	110	174	2094	1973	2071	2028	1981	2120	2064	2017	2027	2018	1945	2044	
304998	62	126	14	78	142	30	94	158	46	110	174	2073	1997	2105	2039	1995	2154	2059	2033	1991	2022	1976	2014	
304998	62	126	14	78	142	30	94	158	46	110	174	2047	2033	2126	2063	2007	2189	2041	2049	1959	2016	1999	1990	
