304998	62	126	14	78	142	30	94	158	46	110	174	2019	2033	2143	2008	2006	1982	2026	2074	1992	2017	2018	2011
304998	62	126	14	78	142	30	94	158	46	110	174	2026	2034	2097	1999	2010	2017	2025	2082	2030	2019	2016	2055
304998	62	126	14	78	142	30	94	158	46	110	174	2031	2028	2095	2000	2002	2020	2028	2085	2030	2020	2012	2053
304998	62	126	14	78	142	30	94	158	46	110	174	2023	2028	2129	2004	2006	1978	2023	2077	1993	2020	2009	2022
304998	62	126	14	78	142	30	94	158	46	110	174	2026	2028	2175	2015	2004	1940	2026	2078	1959	2017	2013	1980
304998	62	126	14	78	142	30	94	158	46	110	174	2024	2036	2183	2016	2013	1931	2027	2069	1957	2021	2022	1979
304998	62	126	14	78	142	30	94	158	46	110	174	2028	2034	2145	2014	2005	1957	2040	2081	1980	2020	2016	2001
304998	62	126	14	78	142	30	94	158	46	110	174	2023	2027	2116	2006	2004	1999	2022	2079	2011	2018	2014	2041
